,Title,Content,Author,Date and Time
214,Firefighters battling massive fire in Florida,"  WASHINGTON, Feb. 16 (Xinhua) -- Firefighters are working to contain a massive fire in Kissimmee, in the southeastern U.S. state of Florida, on Thursday. The fire broke out at a nursery in the early hours of Thursday, involving more than two acres worth of pallets holding plastic planters, according to emergency authorities. The pallets at the nursery retail outlet are outdoors, and firefighters are trying to protect the outlet's building from the blaze. The Osceola County Fire Rescue and EMS said on Thursday noon that ""75 firefighters and 21 vehicles continue working to contain the fire entirely, with it expected to be fully contained in the next hour or so."" ""We estimate an additional couple of hours of overhaul as there's quite a large mess of melted plastic, etc.,"" the agency also updated. Video footage circulating on social media showed flames and plumes of thick, black smoke rising in the air. Crews have established air monitoring devices and are prepared to issue evacuation orders, if necessary, officials said. No injuries have been reported so far. The nursery is located about 21 kilometers from Walt Disney World, an entertainment resort complex near the cities of Orlando and Kissimmee.  ",Xinhua,2023-02-17 08:28
216,UN continues cross-border aid delivery to Syria,"UNITED NATIONS, Feb. 16 (Xinhua) -- The world body is continuing its cross-border aid delivery into Northwest Syria in the aftermath of the massive earthquakes, said a UN spokesman on Thursday. Twenty-two trucks carrying aid from the World Food Programme and the UN Refugee Agency (UNHCR) crossed the Bab Al-Hawa crossing from Türkiye, said Stephane Dujarric, spokesman for UN Secretary-General Antonio Guterres. Two additional trucks carrying tents provided by the UNHCR crossed the Bab Al-Salam crossing. In Northwest Syria, shelter needs are the top priority among displaced people, he said. The Bab Al-Hawa crossing point was authorized by the UN Security Council for cross-border aid delivery into Northwest Syria.   After the Feb. 6 earthquakes, Syrian President Bashar al-Assad decided to open the two crossing points of Bab Al-Salam and Al Ra'ee from Türkiye to Northwest Syria for an initial period of three months to allow for the timely delivery of humanitarian aid. Dujarric said many homes had collapsed in the aftermath of the earthquakes. As of Tuesday, more than 8,900 buildings had been destroyed or damaged in Northwest Syria, leaving 11,000 people homeless. Other priorities, obviously, in addition to shelter needs and food, are cash assistance and supplies to cope with the harsh winter weather conditions, he said.",Xinhua,2023-02-17 08:36
217,Moscow expels 4 Austrian embassy employees in tit-for-tat move,"   MOSCOW, Feb. 16 (Xinhua) -- Moscow has declared four employees of the Austrian Embassy in Russia ""personae non gratae"" in a retaliatory move, the Russian Foreign Ministry said Thursday. The ministry summoned Austrian Ambassador to Russia Werner Almhofer on Thursday in protest over a decision of the Austrian authorities to expel four employees from Russia's foreign missions, it said, adding that the Austrian diplomats must leave Russia by Feb. 23. Austria's unfriendly and unjustified move causes serious damage to bilateral ties, said the ministry. Austria declared two diplomats of the Russian Embassy and two diplomats of the Russian Permanent Mission to the United Nations ""personae non gratae"" on Feb. 2.",Xinhua,2023-02-17 08:41
218,Expert: Facts support pipeline blasts theory,"WASHINGTON — The recent report by a renowned journalist in the United States on the involvement of the US Navy in the Nord Stream explosions is credible and is consistent with several facts, an academic has said. Investigative journalist Seymour Hersh said last week on the US portal Substack that the US Navy was involved in the Nord Stream explosions. Hersh, a Pulitzer Prize winner, said that in June US Navy divers, operating under the cover of a widely publicized mid-summer NATO exercise known as Baltops 22, planted the remotely triggered explosives that destroyed three of the four Nord Stream pipelines three months later. ""I have long hypothesized that the US government carried out this action, and Hersh's account adds to the likelihood of that hypothesis,"" said Jeffrey Sachs, director of the Center for Sustainable Development at Columbia University in New York, in an email. Sachs has listed 11 facts corresponding to Hersh's report. First and second are ""the longstanding vociferous US opposition to Nord Stream and the extensive record of US covert operations against the infrastructure of other countries"", he said. US President Joe Biden last year publicly warned that in the event of a Russian military campaign in Ukraine, the US would end the pipeline, declaring: ""I promise you we will be able to do it,"" Sachs said. Fourth, the US Undersecretary of State for Political Affairs Victoria Nuland warned last year that Nord Stream ""would not move forward"" if Russia launched operations, Sachs said. Moreover, ""very few countries, if any, other than the United States have the technical capacity to carry out such an attack without immediate detection"". He also listed Sweden's remarkable unwillingness to reveal the results of its own investigation into the explosions and the silence in mainstream Western media regarding Hersh's report as two facts that can explain his hypothesis. The eighth fact is that ""Western intelligence agencies have admitted that there is no evidence whatsoever that Russia carried out this act"", he said.  The celebration by the US Secretary of State Anthony Blinken, who called the pipeline destruction a ""tremendous opportunity ""to wean Europe from Russian gas, and by Nuland, who called the damaged Nord Stream 2 ""a hunk of metal at the bottom of the sea"", also increase the possibility that the US organized the destruction, Sachs said. Finally, Hersh's credible and detailed account had yet to be proved wrong, other than possibly in minor details, he said. On Thursday the Russian embassy in Washington said the US should try to prove it was not behind the blasts. Moscow considers the destruction ""an act of international terrorism"" and will not allow it to be swept under the rug, the embassy said. ", (China Daily) ,2023-02-17 08:45
219,Moscow will respond if EU decides to confiscate Russia's frozen assets: Deputy FM,"MOSCOW, Feb. 16 (Xinhua) -- Russian Deputy Foreign Minister Alexander Grushko said Thursday that Moscow would respond if the European Union (EU) decides to confiscate the country's frozen assets, TASS news agency reported citing the official. Grushko said that Russia would take ""all the necessary measures to protect its legitimate interests"" if the EU decides to go through with the decision. He called the actions of the EU ""completely illegal,"" adding that many countries are uncertain whether such a move would be in line with international norms. EU representatives met in Brussels on Wednesday, where they approved ""the establishment of an ad hoc working party on the use of frozen and immobilized Russian assets to support Ukraine's reconstruction,"" the Swedish EU Council Presidency said in a Twitter post. The Swiss Federal Council issued a statement on the same day, saying that ""a working group led by the Federal Office of Justice concluded that the confiscation of private Russian assets would undermine the Federal Constitution and the prevailing legal order.""",Xinhua,2023-02-17 08:53
220,"Report reveals facts, truth of US gun violence: mission impossible exposes country's declining governance capacity","  China on Thursday released a report revealing the truth and facts of the rampant US gun violence, displaying that the US is in the midst of a massive gun-buying boom that shows no signs of abating and frequent mass shootings that have scared US society with alarmingly high casualties. Moreover, the US government's inability to address the ""mission impossible"" has laid bare the decline of US governance capacity. The report, titled ""Gun Violence in the United States: Truth and Facts,"" was released by Chinese Ministry of Foreign Affairs on its website. It pinpointed several facts to highlight the severity of US gun violence. The US is the country with the most civilian-held firearms. With less than 5 percent of the world's population, it accounts for 46 percent of global civilian gun ownership. In recent years, driven by its simmering domestic conflicts such as racial problems, the US is in the midst of a massive gun-buying boom that shows no signs of abating. The report quoted data from the US National Shooting Sports Foundation (NSSF), showing that the country conducted 21 million background checks for gun purchases in 2020, a 60 percent increase from 2019 and a record high, surpassing the previous record in 2016 by 5.3 million. The sudden first-time gun ownership by millions of Americans has inevitably given rise to considerable security threats. It also said that recent years have witnessed frequent mass shootings in the US, causing alarmingly high casualties. In the most recent case, a gunman opened fire on Monday at Michigan State University's main campus in East Lansing, killing three people and injuring five. Two Chinese students were among the five injured, Chinese Consulate General in Chicago said on Wednesday. Michelle Gong, a Chinese student at that university, said that ""immediately after the shooting, the teacher led us to hide in a big classroom and turned all the lights off. We were hiding under desks for four or five hours as the shooter was still wandering freely."" The gunman was later confirmed dead, from an apparently self-inflicted gunshot. After this incident, the governor of Michigan, Gretchen Whitmer, denounced gun violence as the ""uniquely American problem."" While US politicians made emotional calls to end gun violence, Chinese observers questioned how much Democrats could advance legislation, or if the topic would be used to attack opponents and stage another hypocritical political performance in wooing more voters for the upcoming elections. Some observers indicated that the chance of meaningful legislation on gun control remains grim, when the problem is triggered by the country's systemic failure. Diao Daming, associate professor at the Renmin University of China, told the Global Times that the frequent mass shooting incidents in the US show that the COVID-19 outbreak made American society much more divided, with a growing numbers of issues such as surging inflation and failing governance, and more social problems have accumulated, so guns have become an outlet for people's emotions and dissatisfaction. It is like a vicious circle. More gun violence will propel more people to buy guns, and the more people buy guns, the more benefits that gun and weapons-related companies gain. Thus, they are more willing to lobby the government against introducing laws against gun control, said Wei Nanzhi, a research fellow of the American Institute of the Chinese Academy of Social Sciences. The vicious circle led to only one result, that is, it is less possible for the government to make any effective effort to control guns, according to Wei. The report also echoed those experts' views, saying that given a political system where different sides hold each other back, an increasingly polarized political ecosystem, pervasive interest groups and ineradicable racial discrimination, gun control in the US is in a stalemate, and a total ban on guns is effectively a mission impossible. Faced with growing gun proliferation, some US politicians have done nothing more than engage in empty talk and prolonged debates, while pointing fingers at the human rights conditions of other countries, said the report. It noted that the most important thing that they are duty-bound to do is to face up to and address their own problems, and let the American people enjoy true freedom from the fear of gun violence.",By Zhao Yusha (Global Times) ,2023-02-17 08:54
223,"IFRC triples emergency funding appeals for Syria, Türkiye","  BEIRUT, Feb. 16 (Xinhua) -- The International Federation of Red Cross and Red Crescent Societies (IFRC) on Thursday increased its emergency funding appeals from 200 million Swiss francs (about 216 million U.S. dollars) to 650 million to respond to the rising humanitarian needs in quake-hit Syria and Trkiye. ""IFRC will offer 450 million Swiss francs to Trkiye and 200 million Swiss francs to Syria,"" IFRC's Secretary General Jagan Chapagain told a press conference held at the Beirut airport following his visit to Syria and before leaving for Trkiye. Chapagain described the reality in the two quake-hit countries as a tragedy, especially in the Syrian region of Aleppo. The tragedy has been exacerbated by the lack of fuel, electricity, and dilapidated infrastructure, he said. ""People live in mosques and schools in the severe cold with many being unable to shower, which exacerbated the health crisis in Aleppo, especially concerning cholera,"" he added.            ",Xinhua,2023-02-17 09:01
221,Public not reassured about US derailment,"For days, authorities have been telling residents of the area around East Palestine, Ohio, in the United States that it is safe to return home after a 150-car train carrying hazardous chemicals derailed on Feb 3. However, concerns remain among the public that the government or railroad is not telling them the entire truth about the pollution or potential harm. About 50 cars, including 10 carrying hazardous materials, derailed in the fiery crash, which investigators said was caused by a broken axle. After hundreds of residents evacuated their homes, emergency crews conducted a ""controlled burn"" of the chemicals on Feb 6 to avert a possible explosion, but the operations were said to have discharged toxic and potentially deadly fumes into the air. The Ohio Department of Natural Resources said the chemical spill had killed an estimated 3,500 small fish along 12 kilometers of streams as of Feb 8. Ohio Governor Mike DeWine said on Tuesday that the pollution didn't pose a serious threat to the 5 million people who rely on the Ohio River for drinking water. However, he and several Ohio health and environmental officials cautioned at a news conference that residents using private wells near the derailment site should use only bottled water. Reporters pressed DeWine and other officials on Tuesday about some residents' complaints of headaches and concerns over the situation. US Representative Jamaal Bowman, a Democrat from New York, said on social media on Monday: ""This is one of the deadliest environmental emergencies. And no one is talking about it."" Sil Caggiano, a hazardous materials specialist, warned: ""There's a lot of what-ifs, and we're going to be looking at this thing five, 10, 15, 20 years down the line and wondering. Cancer clusters could pop up, you know, well water could go bad."" Wang Wenbin, spokesman for China's Foreign Ministry, said on Tuesday that some Western media chose to ignore the derailment at the time it happened, adding that this was not the first time they have done so, despite their boasts of being free, professional and fair. Railroad union officials said they have been warning that such an accident could happen because, they alleged, railroad cost-cutting has harmed safety measures. According to the US Department of Transportation, about 4.5 million metric tons of toxic chemicals are transported by rail each year, with an average of 12,000 rail cars shipping the materials through cities and towns each day. The incident is ""the tip of the iceberg"", Ron Kaminkow, general secretary of the cross-union group Railroad Workers United, was quoted by The Guardian as saying. ""If something is not done, then it's going to get worse, and the next derailment could be cataclysmic.""",Chinadaily.com.cn,2023-02-17 09:14
222,"U.S. allegations regarding China airship ""ludicrous"": Iranian daily","TEHRAN, Feb. 16 (Xinhua) -- Washington has leveled ""ludicrous allegations"" of China's civilian unmanned airship violating ""territorial integrity,"" Iranian daily newspaper Tehran Times has recently commented. The report quoted Beijing's explanation as saying that the balloon was meant to conduct ""meteorological"" research and had strayed into American airspace because of heavy winds. ""Experts have echoed the account, saying the hard-to-maneuver and high-altitude weather test balloon was blown by winds across North America,"" according to the daily. The report said the U.S. accusations are ""actually quite laughable"" as balloons were used for surveillance purposes some 70 to 80 years ago.",Xinhua,2023-02-17 09:22
226,Visiting NATO chief expresses solidarity with quake-hit Türkiye,"  ANKARA, Feb. 16 (Xinhua) -- NATO Secretary General Jens Stoltenberg voiced the bloc's solidarity with quake-hit Trkiye on Thursday, saying that the alliance conveyed Trkiye's demands to ""all the allies."" ""I am here to show that NATO stands in solidarity with Trkiye,"" Stoltenberg said at a joint press conference with Turkish Foreign Minister Mevlut Cavusoglu in the Turkish capital of Ankara. His visit came after massive earthquakes hit the country on Feb. 6, saying it was the biggest disaster in NATO territory since the political and military alliance was established The quakes have killed at least 36,187 people, and injured 108,068 others in the country, the Turkish Disaster and Emergency Management Presidency said in a statement on Thursday. ""NATO allies continue to provide support the day after the earthquake. Aircraft allocated from the Netherlands, Norway, and the United Kingdom are carrying aid non-stop. Fundraising campaigns were organized in all NATO countries. These are a symbol of our solidarity,"" the secretary general said. The Turkish minister, for his part, welcomed the alliance's fast response to support Trkiye after the quake. ""Thank you for your solidarity and support,"" Cavusoglu said. Ankara has asked NATO for aircraft to transport humanitarian assistance to the quake zone in Trkiye, especially thousands of tents for accommodation of quake victims in the region, the minister explained. The aircraft will deliver nearly 20,000 tents provided from Pakistan, Cavusoglu said.    ",Xinhua,2023-02-17 09:46
175,Chinese doctor performs acupuncture therapy in Central African Republic,"  Hao Yabo, a Chinese doctor born in the 1990s and a member of the 19th Chinese medical team dispatched to the Central African Republic, traveled across seven time zones in June of 2022 to Bangui, the capital of Central African Republic. The following months saw him and his teammates fully engaged in their medical aid mission to this country, providing services to local people and winning friends. As an acupuncturist, Hao has been performing a variety of treatments for local patients to cure as many ailments as possible. His superb medical skills have not only won himself compliments from patients, but also turned the patients fans of acupuncture. More often than not, even native doctors approached to him for medical advice and treatments. Living in a different time zone, Hao, who happens to be a new father, has very limited time to chat with his family via mobile phone after daily work. ""My wife has been very supportive and often tells me to focus on the mission here,"" Hao said. ""It is not a rare occurrence that dozens of patients waiting outside the consulting room. I will do my best to treat my patients here so as to convey the message of friendship and promote the culture of traditional Chinese medicine.""                      ",Xinhua,2023-02-17 10:49
178,Earthquake survivor from China's Sichuan saving lives in quake-hit Türkiye,"  CHENGDU, Feb. 17 (Xinhua) -- When a 7.0-magnitude earthquake struck Lushan County in Ya'an, southwest China's Sichuan Province, in April 2013, Zeng Qiangfei was a 15-year-old local student in the morning class. ""We rushed downstairs in a panic after feeling the strong tremors. I fell and almost got trampled on. Luckily, a classmate rapidly pulled me up,"" recalled Zeng. His family was later placed in a temporary settlement as their house, along with too many buildings, was reduced to rubble. Now, the young man is in Türkiye, racing against time to save lives after the twin earthquakes of 7.7 and 7.6 magnitudes devastated southern provinces of the country on Feb. 6. As a member of the Sichuan branch of Ramunion, a Chinese rescue team, Zeng didn't hesitate to join the international rescue force after receiving a call-up from the headquarters on Feb. 8. The exit and entry administration in Lushan expedited the issuance of Zeng's passport. Within two days, Zeng and his teammates embarked on the rescue journey with first aid kits, disinfectant, light-duty demolition tools, and other relief materials. Having survived a massive quake, Zeng said his gratitude for the people who had lent a helping hand to his hometown encouraged him to help others in danger, even if they were half a world away. ""I remember seeing rescuers work day and night searching for signs of life and treating the injured. Such scenes were so powerful that they greatly dispelled my fear,"" said Zeng. People in Sichuan are no strangers to earthquakes. Over the past two decades, several counties, including Wenchuan, Jiuzhaigou, and Lushan, have experienced earthquakes of above 7.0 magnitudes and suffered enormous life and property losses. In the aftermath of the devastating disasters, rescuers and volunteers from across the country and even abroad risked their own lives to help people in the quake-stricken areas. Zeng joined the Ramunion in 2021 when he had already taken a job in the catering industry. ""But whenever there is a disaster that needs rescue efforts from Ramunion, my teammates and I would ask for a leave from work immediately and head to the disaster scene,"" he said. In June 2022, Lushan County suffered another strong quake. Zeng was working in the provincial capital of Chengdu but rushed back home as a rescuer this time and pulled many people out of harm's way. Three months later, a 6.9-magnitude earthquake jolted Sichuan's Luding County. Zeng and his teammates worked for six days in a hard-hit village cut off from the outside world. They assisted firefighters in rescue and evacuation and undertook the job of delivering and distributing relief materials. With all the experiences in quake relief and rescue skills acquired through special training sessions, Zeng and his Ramunion teammates in Türkiye have searched over 170 collapsed buildings and got nine trapped survivors out. Joining international disaster relief for the first time, Zeng said he gained a better understanding of the notion of a community with a shared future for humanity. ""National boundaries don't matter when disasters happen because we all live in the same global village,"" added Zeng.",Xinhua,2023-02-17 10:52
174,Russia's State Duma adopts draft appeal to UN over Nord Stream blasts investigation,"MOSCOW, Feb. 16 (Xinhua) -- Russia's lower house of parliament, the State Duma, adopted a draft appeal to the United Nations on Thursday, proposing to initiate an investigation into the Nord Stream pipeline explosions. ""Members of the State Duma of the Federal Assembly of Russia are appealing to the United Nations Security Council with a proposal to initiate a thorough investigation of this clear act of international terrorism,"" the State Duma said in a statement. It said that the investigation would be able to provide a ""full legal assessment"" of the sabotage, and ultimately ""bring to justice"" the perpetrators of this ""uncalled-for crime,"" which has ""jeopardized the security of the entire Eurasian continent."" The appeal also points to the results of an investigation, recently conducted by U.S. journalist Seymour Hersh, which testifies that the U.S. military and its Norwegian accomplices committed a criminal attack on three branches of the Nord Stream pipelines in the Baltic Sea. ""The administration of Joe Biden that issued the illegal order, bears full responsibility both for causing multibillion-dollar damage ... and for the long-term detrimental impact of this attack on the economic development of the countries of the region as a whole, as well as for catastrophic damage to the environment,"" it said.",Xinhua,2023-02-17 10:55
180,Tehran rejects U.S. claims that Al-Qaeda leader based in Iran,"TEHRAN, Feb. 16 (Xinhua) -- Iranian foreign minister on Thursday denied the U.S. claims that an al-Qaeda leader is ""based in Iran,"" slamming such allegations as a ""failed Iranophobia game."" Hossein Amir-Abdollahian made the remarks in a Twitter post, in response to the U.S. State Department's claim on Wednesday that it ""aligned with the assessments that al-Qaeda leader Seif al-Adel is based in Iran."" ""I advise the White House to stop the failed Iranophobia game. Linking al-Qaeda to Iran is patently absurd and baseless,"" Amir-Abdollahian added. He called on the U.S. government to also stop giving ""false address,"" noting that those who created al-Qaeda and the Islamic State must be held accountable for spreading terrorism worldwide. In 1998, a U.S. federal grand jury charged Adel with having a role in the bombing of the U.S. embassies in Tanzania and Kenya, which killed 224 people and wounded over 5,000 others.",Xinhua,2023-02-17 11:13
176,Freight train derails in Michigan,"CHICAGO, Feb. 16 (Xinhua) -- A freight train derailed Thursday morning in the U.S. Midwest state of Michigan, and police said there are no reported injuries. The incident, which took place in Van Buren Township in the southwestern part of the Detroit Metropolitan Area, involved three cars and the contents the cars were carrying were unknown. First responders received reports of a train derailment at around 9 a.m. local time, according to the Detroit News. Local police said there are no reported injuries and no evidence of hazardous materials exposed in the derailment, but they urged motorists and residents to avoid the area, the local newspaper reported.",Xinhua,2023-02-17 11:18
181,"Iranian rights official slams ""appalling"" prisoner abuse in U.S.","TEHRAN, Feb. 16 (Xinhua) -- A top Iranian rights official on Thursday censured the ""abuse"" of prisoners in the United States as ""appalling."" Kazem Gharibabadi, the Iranian judiciary chief's deputy for international affairs and secretary of the country's High Council for Human Rights, made the remark in a post on his Twitter account, in response to reports that an Alabama man named Anthony Mitchell froze to death inside a county jail after being allegedly placed inside a walk-in freezer or another cold area by guards. ""In yet another appalling instance of jail abuse in the U.S., a man froze to death after being restrained in a freezer!"" said Gharibabadi. He slammed the U.S. human rights mechanisms as ""terrifying"" for not daring to ""pose a question, or unmask the depth of the matter."" Mitchell, 33, suffered from drug addiction and had a history of both mental and physical health problems, according to his family. He was arrested on Jan. 12 after his family called the police concerned over his erratic behavior. After his death on Jan. 26, his mother filed a wrongful death lawsuit, alleging that he had been left naked in jail for days until he was transported ""unconscious"" to a hospital.",Xinhua,2023-02-17 11:22
182,Hezbollah leader warns U.S. against causing chaos in Lebanon,"BEIRUT, Feb. 16 (Xinhua) -- Hezbollah leader Sayyed Hassan Nasrallah on Thursday warned the United States against causing chaos in Lebanon. ""We won't keep mum over U.S. schemes; whoever pushes Lebanon toward chaos and collapse has to expect chaos in the entire region, especially in the Zionist entity,"" Nasrallah said in a televised speech on the al-Manar TV. Nasrallah said that Lebanon in 2019 entered a new phase of a ""U.S. scheme aimed at bringing Lebanon back to the era of Washington's control, which is responsible for the deliberate withdrawal of cash and deposits from Lebanon, leading to the current economic crisis."" He said the record low exchange rate of Lebanon's national currency against the U.S. dollar needs to be dealt with urgently, calling for reviving the agricultural and industrial sectors and substantial investment in Lebanon's oil and gas resources. Nasrallah accused the U.S. of impeding Syrian people's access to humanitarian aid, and leaving them to die due to its ""oppressive"" sanctions on Damascus. ""The U.S. failed in this humanitarian test again ... It waited nine days until it introduced limited exemptions for Syria regarding the Caesar Act,"" he said, referring to the U.S. move to ease sanctions on Syria after the recent devastating quakes.",Xinhua,2023-02-17 11:24
184,Magnitude 5.4 earthquake jolts NW Syria,"DAMASCUS, Feb. 16 (Xinhua) -- A magnitude 5.4 earthquake jolted the province of Idlib in northwestern Syria on Thursday night, the Syrian National Earthquake Center reported. The earthquake, which struck at 10:47 p.m. local time (19:47 GMT), has a depth of 18.8 km. Its epicenter is 61 km from the city of Idlib, the capital of the namesake province. The earthquake could be felt in the Syrian capital Damascus and the northern province of Aleppo. Another magnitude 3.4 earthquake hit the northwestern coastal province of Latakia at 11:17 p.m. local time. With a depth of 46 km, the second quake's epicenter is 50 km from Latakia, the capital of the namesake province. Local people in the coastal province saw dust falling from walls in their buildings and ran out to the streets in panic, witnesses told Xinhua by phone. People in many Syrian areas took to the streets after the tremors, the Syrian Observatory for Human Rights reported. Northern Syria was hit hard by the magnitude 7.7 and 7.6 earthquakes centered in southeastern Türkiye on Feb. 6. The Syrian Health Ministry announced on Tuesday that the final death toll from the earthquake that hit Syria stands at 1,414, while the number of injured people reached 2,357. The ministry's count of quake casualties only includes the quake-hit areas under government control. Meanwhile, the latest statistics from the Syrian Observatory for Human Rights showed that the quake killed about 7,000 people in Syria's government- and rebel-held areas.",Xinhua,2023-02-17 13:04
179,Fewer French protest against pension reform during 5th general strike,"  PARIS, Feb. 16 (Xinhua) -- Some 440,000 people across France demonstrated on Thursday against the government's pension reform project, the French Ministry of Interior said on Thursday. However, compared with the four general strikes held since Jan. 19, Thursday's nationwide demonstration had the lowest participation rate, given the fact that a large part of France is on school holidays. Nevertheless, according to the CGT, France's largest union, some 1.3 million people took to the streets on Thursday. The CGT announced that 300,000 people marched in Paris, although the Paris Prefecture counted 37,000. Many public and private sectors in France also protested on Thursday, but the strike rate dropped considerably. Only 14 percent of staff at France's national railway SNCF went on strike on Thursday, and only one in five high-speed trains was canceled. The strike rate in state public service also decreased, to 4.9 percent among some 2.5 million civil servants. Only 7.67 percent of teachers were on strike, according to the Ministry of National Education. Main unions in France have already called on workers to ""bring France to a halt in all sectors on March 7"" if the government and the parliament refuse to listen to the population. French Prime Minister Elisabeth Borne laid out details of the pension reform plan in January, which would progressively raise the legal retirement age by three months a year from 62 to 64 by 2030, and introduce a guaranteed minimum pension. Starting in 2027, the plan would also require at least 43 years of work to be eligible for a full pension.            ",Xinhua,2023-02-17 13:12
183,Biden undergoes annual physical exam,"WASHINGTON, Feb. 16 (Xinhua) -- U.S. President Joe Biden underwent his physical exam at the Walter Reed National Military Medical Center outside Washington, D.C., on Thursday. In a summary, White House physician Kevin O'Connor wrote that Biden ""remains a healthy, vigorous 80-year-old male"" fit to execute his duties. The most notable health event for Biden over the past year was his infection with COVID-19 in the summer, said O'Connor, adding that the president, who has received the bivalent vaccine, has not experienced any residual symptoms. The oldest U.S. president in history, Biden is expected to announce his 2024 reelection bid in the coming months. Former U.S. President Donald Trump and former U.S. Ambassador to the United Nations Nikki Haley have launched their campaigns for the Republican Party's nomination to challenge Biden.",Xinhua,2023-02-17 13:24
185,Experts deride U.S. as major contributor to financial plight in Arab countries,"BEIRUT, Feb. 17 (Xinhua) -- The United States is a major contributor to the financial predicaments in some Arab countries, due to its aggressive financial and economic policies, several experts have said. Since 2022, the United States has raised interest rates on deposits to prevent capital flight, forcing other nations, namely vulnerable ones, to increase their interest rates as well to hold deposits in their banks. The U.S. move has also compelled those countries to pay higher interests on their international debts, resulting in tremendous pressure on their foreign reserves, Pierre Khoury, vice president of the Arab Chinese Cooperation and Development Association, told Xinhua. ""Most of the financially vulnerable Arab countries faced huge depletion in international reserves that led to repeated devaluation in their local currencies versus the U.S. dollar, causing mounting inflation that affected the budgets in developing nations,"" Khoury said. While accusing the United States of inflaming wars in the Middle East, Adnan Bourji, director of the Lebanese National Center for Studies, pointed out that the United States has damaged regular ties among neighboring Middle East countries through economic sanctions, giving the example of the Caesar Act imposed by the United States. The Caesar Syria Civilian Protection Act of 2019 is a piece of U.S. legislation that sanctions the Syrian president and government over what Washington claimed to be ""war crimes against the Syrian people."" The act was signed into law by former U.S. President Donald Trump in late 2019 and came into effect in mid-2020. ""This is why Egypt refrained from providing Lebanon with gas for electricity for fear of unjust American sanctions,"" he said. The expert also mentioned that in early September 2021, governments of the four Arab countries agreed to export natural gas from Egypt to Lebanon via Jordanian and Syrian territories, in a bid to alleviate Lebanon's power shortage. However, the gas has yet to flow. In October 2022, Lebanese Energy Minister Walid Fayad told Egyptian media that the Caesar Act and related World Bank terms were stalling the deal. For Refaat Badawi, an adviser to former Lebanese Prime Minister Salim al Hoss, it is natural that the United States relies on economic sanctions such as the Caesar Act, since its attempt to submit Arab countries to its military power has failed, prompting America to weaken the Arab world economically and financially.",Xinhua,2023-02-17 13:25
187,Rumors go viral about aerial objects shot down in U.S.: AP,"NEW YORK, Feb. 16 (Xinhua) -- The downing of four aerial devices by U.S. warplanes has touched off rampant misinformation about the objects, their origin and their purpose, reported The Associated Press (AP) on Tuesday. ""There will be an investigation and we will learn more, but until then this story has created a playground for people interested in speculating or stirring the pot for their own reasons,"" the report quoted Jim Ludes, a former national defense analyst who is now a scholar, as saying. Many U.S. social media sites have lit up with theories that President Joe Biden had deployed the aerial devices as a way to distract Americans from other, more pressing issues, including immigration, inflation, the war in Ukraine and Republican investigations into Hunter Biden, the president's son, the report noted. While the concentration of claims was highest on fringe sites popular with far-right Americans, rumors and conspiracy theories popped up on bigger platforms like Twitter and Facebook, too, it said, adding that one of the most popular theories suggested the White House and Pentagon are using the airborne devices to divert attention from a chemical spill earlier this month in Ohio.",Xinhua,2023-02-17 13:44
227,"U.S. actress accuses Hollywood of systemic racism, ""misogynoir"": CNN","NEW YORK, Feb. 17 (Xinhua) -- U.S. actress Danielle Deadwyler has accused the Hollywood of systemic racism and 'misogynoir' after no black women were nominated for best actress at this year's Oscars, CNN has reported. Danielle Deadwyler was nominated for a BAFTA Award, a Critics' Choice Movie Award, a Screen Actors Guild Award and several other industry prizes for her powerful and moving performance as Mamie Till-Mobley in ""Till,"" except one notable award: the Oscar. ""Deadwyler attributes the snub to systemic racism and 'misogynoir,' a term coined by the Black feminist scholar Moya Bailey to refer to a distinct form of misogyny experienced by Black women as a result of how their race and gender intersect,"" said the report. ""We're talking about people who perhaps chose not to see the film, we're talking about misogynoir ... it comes in all kinds of ways,"" she was quoted as saying on an episode of the podcast ""Kermode &Mayo's Take."" ""Whether it's direct or indirect, it impacts who we are."" Deadwyler wasn't the only Black woman snubbed for a best actress Academy Award nomination. Viola Davis, who starred in ""The Woman King"" and was also considered an Oscars frontrunner, wasn't nominated either, said the report. ""The Academy of Motion Picture Arts and Sciences has long had a diversity problem, and despite a record number of nominations for Asian actors and filmmakers this year, the organization once again came under fire for who it chose to honor and who it didn't,"" it added.",Xinhua,2023-02-17 13:45
237,Random fight leads to shopping mall shooting in U.S. El Paso,"HOUSTON, Feb. 16 (Xinhua) -- A random fight between two groups of young men led to the Wednesday shooting leaving one killed and three others injured inside a shopping mall in El Paso, a major border city in south central U.S. state Texas, authorities said Thursday. The two groups of young men, aged late teens to early 20s, got into a fight at the Cielo Vista Mall's food court, El Paso Police Department's Interim Police Chief Peter Pacillas said. A person in one of the groups then pulled out a gun and fired it. The shooting is not believed to be gang related, according to a report from local newspaper El Paso Times. Cielo Vista Mall is adjacent to the Walmart store where a gunman killed 23 people in 2019. The Walmart shooter pleaded guilty last week to 90 federal charges including 23 counts of hate crimes targeting Latinos and resulting in death.",Xinhua,2023-02-17 13:51
